Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,Speed.Maximum,Speed.Accelaration,Color,Price,number_of_owners,pets,smoking,location,number_of_replacements,km
11,141,44,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2012 Jeep Liberty Limited Jet Edition 4x2,Jeep,2012 Jeep Liberty,2012,210,235,220,8.0,Laranja,65000,2,No,No,Bragança,3,50000
11,141,44,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2012 Jeep Liberty Limited Edition 4x4,Jeep,2012 Jeep Liberty,2012,210,235,235,7.8,Cinzento,55000,1,Yes,No,Porto,1,120000
11,141,44,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2012 Jeep Liberty Limited Jet Edition 4x4,Jeep,2012 Jeep Liberty,2012,210,235,222,6.5,Encarnado,50000,4,No,Yes,Setúbal,1,70000
11,141,44,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2012 Jeep Liberty Sport 4x2,Jeep,2012 Jeep Liberty,2012,210,235,223,6.5,Prateado,45000,3,Yes,Yes,Santarém,3,150000
11,141,44,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2012 Jeep Liberty Limited Edition 4x2,Jeep,2012 Jeep Liberty,2012,210,235,220,7.0,Verde,50000,2,No,Yes,Braga,1,40000
193,12,49,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Sport Wagon,Cadillac,2012 Cadillac CTS Sport Wagon,2012,270,223,247,6.0,Azul Marinho,75000,5,No,No,Viana do Castelo,3,300000
193,12,49,All-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Wagon AWD,Cadillac,2012 Cadillac CTS Sport Wagon,2012,270,223,255,6.0,Verde,80000,1,Yes,No,Braga,1,2000
193,12,49,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Sport Wagon Luxury,Cadillac,2012 Cadillac CTS Sport Wagon,2012,270,223,260,5.0,Preto,85000,3,No,No,Coimbra,4,50000
193,12,49,All-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Wagon Luxury AWD,Cadillac,2012 Cadillac CTS Sport Wagon,2012,270,223,247,4.5,Verde Corrida,95000,3,No,No,Vila Real,1,10
193,12,49,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Wagon Performance,Cadillac,2012 Cadillac CTS Sport Wagon,2012,318,275,250,4.0,Verde,80000,1,No,No,Portalegre,1,150000
193,12,49,All-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Wagon Performance AWD,Cadillac,2012 Cadillac CTS Sport Wagon,2012,318,275,244,4.5,Azul Corrida,85000,3,No,No,Viseu,4,90000
193,12,49,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Wagon Premium,Cadillac,2012 Cadillac CTS Sport Wagon,2012,318,275,260,4.0,Laranja,95000,1,Yes,Yes,Bragança,2,40000
193,12,49,All-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Wagon Premium AWD,Cadillac,2012 Cadillac CTS Sport Wagon,2012,318,275,244,5.0,Preto,70000,1,Yes,Yes,Viana do Castelo,0,10000
132,134,105,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,True,5,5 Speed Automatic,18,Gasoline,27,Automatic transmission,2012 Honda Crosstour EX,Honda,2012 Honda Accord Crosstour Hatchback,2012,271,254,244,5.0,Laranja Lava,80000,4,Yes,Yes,Açores,3,10
142,179,90,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,True,6,6 Speed Manual,14,Gasoline,19,Manual transmission,2012 Cadillac CTS-V Coupe,Cadillac,2012 Cadillac CTS-V Coupe,2012,556,551,350,2.0,Laranja Lava,250000,2,No,Yes,Guarda,0,30000
142,179,90,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Cadillac CTS-V Coupe AT,Cadillac,2012 Cadillac CTS-V Coupe,2012,556,551,290,2.0,Verde,200000,3,No,Yes,Faro,4,300000
247,200,105,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 R-Design AWD,Volvo,2012 Volvo XC90,2012,240,236,245,4.0,Cinzento,80000,3,Yes,No,Madeira,2,200000
247,200,105,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 AWD,Volvo,2012 Volvo XC90,2012,240,236,255,6.0,Amarelo,90000,1,No,Yes,Coimbra,1,250000
132,134,105,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,True,5,5 Speed Automatic,18,Gasoline,27,Automatic transmission,2012 Honda Crosstour EX-L,Honda,2012 Honda Accord Crosstour Hatchback,2012,271,254,244,4.0,Verde Corrida,95000,3,Yes,Yes,Guarda,4,300000
66,230,69,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC70 3.2 AWD,Volvo,2012 Volvo XC70,2012,240,236,244,4.5,Branco,80000,2,Yes,No,Beja,1,10000
175,251,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,True,6,6 Speed Manual,14,Gasoline,19,Manual transmission,2012 Cadillac CTS-V Sedan,Cadillac,2012 Cadillac CTS-V Sedan,2012,556,551,350,2.5,Branco,200000,1,Yes,Yes,Bragança,4,10000
175,251,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Cadillac CTS-V Sedan AT,Cadillac,2012 Cadillac CTS-V Sedan,2012,556,551,350,3.0,Encarnado,200000,5,No,Yes,Açores,4,200000
175,19,97,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC60 3.2 AWD,Volvo,2012 Volvo XC60,2012,240,236,260,6.0,Prateado,95000,2,No,Yes,Viseu,0,170000
132,134,105,Four-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,True,5,5 Speed Automatic,18,Gasoline,26,Automatic transmission,2012 Honda Crosstour EX-L 4WD,Honda,2012 Honda Accord Crosstour Hatchback,2012,271,254,247,5.0,Amarelo,95000,1,No,Yes,Viseu,3,20000
180,115,242,All-wheel drive,Volkswagen 2.0L 4 Cylinder 256 hp 243 ft-lbs Turbo,True,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2012 Volkswagen Golf R 4-Door,Volkswagen,2012 Volkswagen Golf R 4-Door,2012,256,243,255,4.0,Azul Marinho,85000,1,No,Yes,Viseu,0,30000
214,23,161,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 Volkswagen Routan S,Volkswagen,2012 Volkswagen Routan,2012,283,260,247,6.0,Azul Marinho,85000,1,Yes,Yes,Lisboa,4,300000
214,23,161,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2012 Volkswagen Routan SE,Volkswagen,2012 Volkswagen Routan,2012,283,260,245,4.5,Verde,90000,1,Yes,No,Setúbal,1,120000
214,23,161,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 Volkswagen Routan SEL,Volkswagen,2012 Volkswagen Routan,2012,283,260,260,5.5,Azul Marinho,90000,3,No,Yes,Viana do Castelo,3,2000
214,23,161,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 Volkswagen Routan SEL Premium,Volkswagen,2012 Volkswagen Routan,2012,283,260,244,5.5,Prateado,85000,1,Yes,No,Castelo Branco,4,300000
188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2012 Volkswagen GTI 2-Door,Volkswagen,2012 Volkswagen GTI 2-Door,2012,200,207,222,8.2,Azul Corrida,60000,1,No,No,Setúbal,2,100000
188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2012 Volkswagen GTI 2-Door Autobahn,Volkswagen,2012 Volkswagen GTI 2-Door,2012,200,207,222,8.4,Verde Corrida,45000,2,No,Yes,Santarém,1,1000
193,212,151,Rear-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2012 Grand Cherokee Laredo X 5.7L 4x2,Grand Cherokee,2012 Jeep Grand Cherokee,2012,360,390,270,2.0,Prateado,250000,2,Yes,Yes,Vila Real,4,170000
193,212,151,Rear-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2012 Grand Cherokee Limited 5.7L 4x2,Grand Cherokee,2012 Jeep Grand Cherokee,2012,360,390,320,2.5,Cinzento,250000,3,Yes,No,Évora,3,120000
193,212,151,Rear-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2012 Grand Cherokee Overland 5.7L 4x2,Grand Cherokee,2012 Jeep Grand Cherokee,2012,360,390,320,3.5,Preto,200000,1,Yes,No,Bragança,0,300000
193,212,151,Rear-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2012 Grand Cherokee Overland Summit 5.7L 4x2,Grand Cherokee,2012 Jeep Grand Cherokee,2012,360,390,350,3.0,Preto,100000,3,Yes,Yes,Guarda,0,50000
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2012 Volvo C30 T5 Premier Plus,Volvo,2012 Volvo C30,2012,227,236,247,5.0,Azul,70000,1,No,Yes,Bragança,4,2000
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2012 Volvo C30 T5 Platinum,Volvo,2012 Volvo C30,2012,227,236,244,4.0,Prateado,95000,3,Yes,No,Guarda,3,300000
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2012 Volvo C30 R-Design Premier Plus,Volvo,2012 Volvo C30,2012,227,236,250,5.0,Azul Marinho,90000,1,Yes,No,Viana do Castelo,0,100000
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2012 Volvo C30 R-Design Platinum,Volvo,2012 Volvo C30,2012,227,236,250,4.5,Laranja,80000,1,No,No,Viana do Castelo,1,150000
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Volvo C30 T5 Premier Plus AT,Volvo,2012 Volvo C30,2012,227,236,255,5.0,Prateado,70000,5,No,No,Viana do Castelo,4,120000
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Volvo C30 T5 Platinum AT,Volvo,2012 Volvo C30,2012,227,236,260,6.0,Amarelo,90000,3,Yes,No,Bragança,1,1000
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Volvo C30 R-Design Platinum AT,Volvo,2012 Volvo C30,2012,227,236,250,5.0,Azul Corrida,85000,2,No,Yes,Castelo Branco,0,5000
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Volvo C30 R-Design Premier Plus AT,Volvo,2012 Volvo C30,2012,227,236,245,4.5,Branco,95000,5,No,No,Aveiro,1,250000
119,230,44,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,5,5 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Volvo C70 T5 Premier Plus,Volvo,2012 Volvo C70,2012,227,236,247,5.0,Branco,90000,1,No,Yes,Madeira,3,10000
119,230,44,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,True,5,5 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Volvo C70 T5 Platinum,Volvo,2012 Volvo C70,2012,227,236,247,6.0,Amarelo,95000,1,Yes,Yes,Aveiro,3,60000
175,19,97,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC60 3.2 Platinum,Volvo,2012 Volvo XC60,2012,240,236,255,4.0,Azul Corrida,90000,5,Yes,No,Faro,4,70000
175,19,97,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC60 3.2 Premier,Volvo,2012 Volvo XC60,2012,240,236,247,4.5,Azul Marinho,75000,5,Yes,No,Portalegre,3,10000
175,19,97,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC60 3.2 Premier Plus,Volvo,2012 Volvo XC60,2012,240,236,260,5.5,Azul Corrida,90000,1,No,Yes,Bragança,4,50000
175,19,97,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC60 T6 AWD Premier Plus,Volvo,2012 Volvo XC60,2012,300,325,244,4.0,Verde,90000,1,Yes,Yes,Coimbra,1,50000
175,19,97,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC60 T6 AWD Platinum,Volvo,2012 Volvo XC60,2012,300,325,247,5.0,Verde,85000,1,No,No,Porto,3,10
175,19,97,All-wheel drive,Volvo 3.0 L 6 Cylinder 325 HP 354 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC60 T6 AWD R-Design Premier Plus,Volvo,2012 Volvo XC60,2012,325,354,247,4.0,Amarelo,90000,3,No,Yes,Beja,0,1000
175,19,97,All-wheel drive,Volvo 3.0 L 6 Cylinder 325 HP 354 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC60 T6 AWD R-Design Platinum,Volvo,2012 Volvo XC60,2012,325,354,255,5.0,Cinzento,90000,4,Yes,Yes,Évora,3,150000
188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2012 Volkswagen GTI 4-Door,Volkswagen,2012 Volkswagen GTI 4-Door,2012,200,207,222,6.5,Cinzento,55000,4,No,Yes,Évora,0,20000
188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2012 Volkswagen GTI 4-Door Autobahn,Volkswagen,2012 Volkswagen GTI 4-Door,2012,200,207,222,8.0,Branco,60000,5,Yes,Yes,Guarda,1,70000
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,True,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2012 Jeep Patriot Sport 4x4,Jeep,2012 Jeep Patriot,2012,172,165,230,7.4,Azul Marinho,55000,2,No,Yes,Évora,4,40000
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,True,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2012 Jeep Patriot Sport 2.4L 4x2,Jeep,2012 Jeep Patriot,2012,172,165,223,6.5,Preto,60000,1,No,Yes,Castelo Branco,1,10
127,62,221,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,True,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2012 Jeep Patriot Latitude 4x2,Jeep,2012 Jeep Patriot,2012,158,141,225,8.2,Cinzento,55000,4,Yes,Yes,Portalegre,3,300000
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,True,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2012 Jeep Patriot Latitude 2.4L 4x2,Jeep,2012 Jeep Patriot,2012,172,165,235,7.2,Verde Corrida,55000,1,No,No,Castelo Branco,4,170000
127,62,221,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,True,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2012 Jeep Patriot Sport 4x2,Jeep,2012 Jeep Patriot,2012,158,141,227,7.2,Laranja,55000,1,Yes,Yes,Braga,0,200000
205,181,16,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,True,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2012 Volkswagen Beetle 2.5L,Volkswagen,2012 Volkswagen Beetle,2012,170,177,227,8.5,Preto,60000,1,Yes,No,Coimbra,0,120000
205,181,16,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2012 Volkswagen Beetle 2.5L AT,Volkswagen,2012 Volkswagen Beetle,2012,170,177,220,8.0,Azul Corrida,60000,1,No,Yes,Braga,4,200000
205,181,16,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2012 Volkswagen Beetle Turbo,Volkswagen,2012 Volkswagen Beetle,2012,200,207,222,8.8,Amarelo,65000,1,No,Yes,Évora,3,40000
193,12,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,True,6,6 Speed Manual,14,Gasoline,19,Manual transmission,2012 Cadillac CTS-V Wagon,Cadillac,2012 Cadillac CTS-V Wagon,2012,556,551,300,3.0,Prateado,150000,1,No,No,Aveiro,3,20000
193,12,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Cadillac CTS-V Wagon AT,Cadillac,2012 Cadillac CTS-V Wagon,2012,556,551,320,1.9,Azul Corrida,250000,2,Yes,No,Viana do Castelo,3,90000
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler Sport S AT,Jeep,2012 Jeep Wrangler,2012,285,260,244,5.5,Branco,70000,1,Yes,No,Castelo Branco,3,200000
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler Sport,Jeep,2012 Jeep Wrangler,2012,285,260,255,6.0,Azul Marinho,70000,4,Yes,Yes,Madeira,3,120000
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler Sport S,Jeep,2012 Jeep Wrangler,2012,285,260,260,5.0,Azul Marinho,70000,3,No,Yes,Portalegre,3,30000
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler Sport AT,Jeep,2012 Jeep Wrangler,2012,285,260,255,5.5,Branco,80000,1,Yes,No,Guarda,1,170000
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler Rubicon AT,Jeep,2012 Jeep Wrangler,2012,285,260,245,5.5,Laranja Lava,70000,3,No,Yes,Faro,1,5000
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler Sahara AT,Jeep,2012 Jeep Wrangler,2012,285,260,250,5.5,Azul Marinho,85000,5,Yes,Yes,Guarda,1,300000
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler Arctic AT,Jeep,2012 Jeep Wrangler,2012,285,260,245,6.0,Azul,85000,4,No,No,Beja,2,2000
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler Arctic,Jeep,2012 Jeep Wrangler,2012,285,260,260,5.5,Cinzento,85000,3,No,Yes,Coimbra,2,60000
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler Sahara,Jeep,2012 Jeep Wrangler,2012,285,260,255,4.0,Encarnado,75000,4,No,No,Lisboa,4,10000
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler Rubicon,Jeep,2012 Jeep Wrangler,2012,285,260,260,6.0,Laranja,85000,2,No,No,Braga,4,80000
132,225,118,Front-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2012 Cadillac SRX Crossover,Cadillac,2012 Cadillac SRX Crossover,2012,308,265,255,5.5,Prateado,80000,2,No,Yes,Aveiro,0,90000
132,225,118,Front-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Cadillac SRX Crossover Premium,Cadillac,2012 Cadillac SRX Crossover,2012,308,265,250,4.0,Laranja,95000,1,No,No,Vila Real,3,200000
132,225,118,All-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2012 Cadillac SRX Crossover Premium AWD,Cadillac,2012 Cadillac SRX Crossover,2012,308,265,244,4.0,Laranja Lava,85000,5,No,Yes,Porto,0,2000
132,225,118,Front-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Cadillac SRX Crossover Luxury,Cadillac,2012 Cadillac SRX Crossover,2012,308,265,250,6.0,Laranja,90000,5,No,Yes,Lisboa,0,5000
132,225,118,All-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Cadillac SRX Crossover Luxury AWD,Cadillac,2012 Cadillac SRX Crossover,2012,308,265,244,5.5,Verde Corrida,75000,3,Yes,Yes,Porto,3,70000
132,225,118,Front-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2012 Cadillac SRX Crossover Performance,Cadillac,2012 Cadillac SRX Crossover,2012,308,265,245,4.5,Azul Marinho,75000,1,No,No,Viseu,0,10
132,225,118,All-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Cadillac SRX Crossover Performance AWD,Cadillac,2012 Cadillac SRX Crossover,2012,308,265,260,4.0,Cinzento,80000,2,No,Yes,Lisboa,3,30000
77,60,219,Rear-wheel drive,GMC 4.3L 6 Cylinder 195 hp 260 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2012 GMC Savana Cargo Van 1500 Regular Wheelbase,GMC,2012 GMC Savana,2012,195,260,237,8.5,Azul,50000,2,Yes,Yes,Braga,4,5000
77,60,219,Rear-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,True,4,4 Speed Automatic,13,Gasoline,18,Automatic transmission,2012 GMC Savana Cargo Van 1500 Regular Wheelbase 310 hp,GMC,2012 GMC Savana,2012,310,334,245,4.0,Branco,90000,2,No,No,Beja,3,200000
